name,representImage,intro,address,longitude,latitude,openTime,phone,email,headCityName,cityName,groupTypeName,seg,city
阿福的書店,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D18/E180/F938/e9b621eb-cee7-451f-b23c-dcba68eed162.jpg,"原本是前店主福爸為了推廣社區閱讀而在自宅騎樓擺個小書攤，因緣際會下接觸到兒童繪本，讓福爸有了舉辦親子共讀讀書會、讓家長陪伴孩子閱讀的念頭，因而開了「阿福的書店」。
書店內展售的書籍大多以兒童繪本為主，有專屬親子讀書會使用的讀書室，更培訓故事媽媽到國小和孩子分享閱讀，希望讓孩子可以愛上書本、愛上文字的美好。
福爸於2014年2月16日因心肌梗塞辭世後，目前書店由福媽及兩個孩子共同經營，堅持將福爸推廣閱讀的精神延續下去。

圖片擷取自書店裡的影像詩

本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年7月18日。",新北市蘆洲區中正路233號1樓,121.47153,25.086891,週一至週六09:00-21:00（12:30-13:30休息一小時，週二營業時間12:00-21:00）,(02)2847-2609,afubkstore@yahoo.com.tw,,新北市  蘆洲區(蘆洲市),實體書店,"['閱讀', '書店', '福爸', '讀書', '推廣', '兒童', '繪本', '親子', '愛上', '孩子', '阿福', '社區', '自宅', '騎樓', '擺個', '小書攤', '因緣際會', '接觸', '舉辦', '共讀', '家長', '念頭', '內展售', '書籍', '專屬', '更培訓', '媽媽', '國小', '書本', '2014', '16', '日因', '辭世', '由福媽', '兩個', '經營', '堅持', '將福爸', '延續', '圖片', '裡的', '台灣', '協會', '建構', '18', '心肌梗塞', '店主', '陪伴', '影像', '美好', '分享', '日期', '原本', '文字', '故事', '大多', '因而', '精神', '下去', '共同', '希望', '文化', '建立', '使用']",新北市
左轉有書,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D15/E165/F964/657cd778-dead-47c3-9d04-f04cddd35f4b.JPG,左轉文化承繼開業六年的慕哲咖啡，除了週週對談、辯論，關注公共議題的沙龍講座，增設「左轉有書」書店，地下沙龍也提供租借。期許透過閱讀與沙龍的推動，成為凝聚公民意識的平台。,台北市中正區鎮江街 3-1 號,121.507818,25.039382,週二~週日11:00~18:00 (週一公休),(02)33221096,,,臺北市  中正區,實體書店,"['沙龍', '左轉', '承繼', '開業', '慕哲', '週週', '辯論', '關注', '議題', '講座', '增設', '書店', '期許', '閱讀', '推動', '意識', '租借', '凝聚', '咖啡', '公共', '公民', '六年', '平台', '地下', '文化', '提供']",臺北市
公共冊所,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D23/E151/F856/c05f7b70-c986-49c4-9787-16d170a69474.jpg,公共冊所在各樣活動的辦理上均十分投入，年輕的店主人是個音樂創作人，認為一群人想做些甚麼，擁有一個聚集與理念交流的空間是相當重要的事。店內二手書以社會科學為偏好，此外也販售黑膠唱片、文創及小農產品等。,泰順街24號B1,121.542957,25.034544,一～日｜16:00 - 22:00，二休,(02)33652328,,,臺北市  大安區,實體書店,"['各樣', '活動', '辦理', '音樂', '創作', '認為', '人想', '甚麼', '擁有', '空間', '相當', '店內', '二手書', '社會', '科學為', '販售', '黑膠', '文創', '農產品', '店主人', '唱片', '做些', '偏好', '聚集', '理念', '公共', '交流', '一群', '所在', '投入', '此外', '十分', '重要']",臺北市
臺灣商務印書館,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D24/E156/F413/bbb09fbe-562e-4035-9519-a8392c57cb00.jpg,是台灣老字號的出版社，位於重慶南路雲五大樓的商務書店已經超過一甲子以上的歲月。近年經歷了都市更新的紛擾之後，主要門市遷至新生南路的「商務十九人文讀境」，重南門市則遷移到新店區。,民權路108-3號5樓,121.520247,24.978433,一～日｜9:00 - 18:00，例假日休,(02)86673712,,,新北市  新店區(新店市),實體書店,"['商務', '門市', '一甲子', '台灣', '老字號', '重慶', '書店', '已經', '超過', '經歷', '紛擾', '遷至', '新生南路', '讀境', '重南', '則遷', '新店', '十九', '南路', '移到', '出版社', '都市', '人文', '近年', '五大', '更新', '主要']",新北市
或者書店,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D6/E170/F379/dbb089f0-ec79-4460-8eb7-e4503c52d081.jpg,"或者書店位於竹北新瓦屋客家文化園區內，以親子共讀、友善土地、多元族群的理念，導入專業選書、選品、選食，引領讀者進入閱讀的多元世界，從閱讀想像力到體驗，分享閱讀的幸福，實踐生活五官六感全面向。以書店型態展現文化軟實力，作為世代文化連結的橋樑。
書店二樓為生產者與消費者相遇的健康廚房，提供符合健康養生概念的蔬食餐飲。

圖片擷取自或者書店臉書粉絲專頁

本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年7月6日。",文興路一段123號,121.023094,24.821766,10:30-21:00，每月第二個週二公休,(03)550-5069,orbook123@gmail.com,,新竹縣  竹北市,實體書店,"['書店', '閱讀', '文化', '多元', '蔬食', '竹北', '園區', '親子', '共讀', '導入', '專業', '選書', '選品', '選食', '引領', '讀者', '進入', '體驗', '實踐', '六感', '型態', '展現', '軟實力', '作為', '連結的橋', '二樓', '生產者', '消費者', '廚房', '養生', '餐飲', '圖片', '臉書', '粉絲', '專頁', '台灣', '協會', '建構', '健康', '瓦屋', '想像力', '族群', '或者', '客家', '友善', '五官', '世代', '相遇', '分享', '理念', '日期', '幸福', '符合', '概念', '全面', '土地', '提供', '生活', '建立', '世界']",新竹縣
貓頭鷹人文,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D24/E160/F413/45e240ee-31a8-40f9-85ff-a34c58a0031c.jpg,位於新竹市學府路，緊鄰交大、竹中學區。店主人師承竹南蛇窯，鍾愛陶藝，經常舉辦各類型藝文講座與讀書分享會，特別是陶藝、書法、茶藝等領域。,東區學府路70號,120.969102,24.806942,二、四｜14:30 - 18:00,(03)5723870,,,新竹市  新竹市,實體書店,"['學府', '緊鄰', '竹中學區', '師承', '竹南', '愛陶藝', '經常', '舉辦', '各類', '藝文', '講座', '讀書', '特別', '陶藝', '書法', '茶藝', '領域', '新竹市', '交大', '店主人', '分享']",新竹市
藍鵲書房,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D24/E161/F65/39b9baf1-32a0-4ea5-bc5c-bac7ac561a9d.jpg,"台灣藍鵲為群聚家族型鳥類，長大後的成鳥，都會回巢協助原生家族照顧幼鳥，而有『巢邊幫手制』的美譽。我們期許""藍鵲書房”善盡自己的責任 成為與人共好共享的好鄰居，並成為社區居民一起閱讀、共同交流的溫暖平台。",中正路76號,121.055063,24.701468,五～日｜10:00 - 18:00,(03)5805988,,,新竹縣  北埔鄉,實體書店,"['藍鵲', '家族', '台灣', '鳥類', '成鳥', '回巢', '協助', '照顧', '幼鳥', '巢邊', '美譽', '期許', '書房', '善盡', '責任', '人共好', '鄰居', '並成', '社區', '閱讀', '溫暖', '群聚', '手制', '原生', '共享', '交流', '平台', '居民', '共同', '一起', '自己']",新竹縣
朵朵森林繪本屋,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D24/E160/F827/ac2d34c7-a1c5-4091-8892-d4c1a9822239.jpg,位於竹北的朵朵森林繪本屋，書籍種類以繪本童書為主，並提供親子共讀、手作體驗、繪本插畫創作等活動，店內也不定期展出國內外繪本作品，讓這裡除成為友善親子空間之外，還是認識繪本的基地。,嘉豐六路一段132號,121.023094,24.821766,五～三｜10:00 - 18:00，四｜10:00 - 20:00，二休,(03)6670998,,,新竹縣  竹北市,實體書店,"['親子', '繪本', '竹北', '繪本屋', '書籍', '種類', '以繪本', '童書為', '共讀', '手作', '體驗', '插畫', '創作', '活動', '店內', '國內', '外繪本', '除成', '空間', '還是', '認識', '朵朵', '友善', '不定期', '展出', '森林', '基地', '作品', '之外', '提供']",新竹縣
萬葉集書店,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D6/E163/F879/e3fcab51-7ad3-4169-9db3-9c511025ee2f.jpg,"萬葉集書店是日語教材專門書店，店內書籍多選自國內出版社出版之書籍，不限於暢銷書或新書，亦有部分原文書籍並可協助代訂。此外亦設有韓文專區，史地專區、文學與傳統文化書籍專區且數量陸續增加中。

圖片擷取自萬葉集書店臉書粉絲專頁

本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年7月6日。",嘉興路277巷9號,121.023094,24.821766,14:00-18:00，週三19:00-21:00，週五10:00-12:00，每週日公休,(03)668-5010,moinikka@pie.com.tw,,新竹縣  竹北市,實體書店,"['書籍', '書店', '萬葉集', '專區', '日語', '專門', '店內', '多選', '自國內', '暢銷', '新書', '並可', '協助代訂', '設有', '韓文', '文學', '傳統', '專區且', '數量', '陸續', '圖片', '臉書', '粉絲', '專頁', '台灣', '閱讀', '協會', '建構', '文化', '不限', '史地', '原文', '教材', '出版社', '日期', '出版', '此外', '建立', '增加', '部分']",新竹縣
雨樵懶人書店,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D12/E154/F15/82fbaf6f-b7a1-4833-b4de-e31e98d296f0.jpg,"雨樵懶人書店店主是一位醫師，書店的誕生是來自於醫師與病人的約定，並且在因緣際會之下來到花蓮，開始了這位醫師經營獨立書店的旅途，書店主人希望打造的氛圍就如同店名一般，希望來到書店的民眾都能夠在舒舒服服，慵懶的氣氛下閱讀，並且把他們當成朋友對談與問候。
書店內主要呈現文學與兒童繪本等兩大類的書籍，也致力於藝文活動的推廣，每月都會舉辦不同的講座、新書發表會等等的內容，也積極地邀請北、西部的作家、藝術家來到這裡，在花蓮與民眾進行交流。

圖片擷取自雨樵懶人書店臉書粉絲專頁

本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年6月12日。",光復街130號2樓,121.59184,23.977088,10:00-18:00，每週二公休,(03)8330721,,,花蓮縣  花蓮市,實體書店,"['書店', '醫師', '懶人', '並且', '花蓮', '民眾', '閱讀', '店名', '誕生', '約定', '因緣際會', '開始', '這位', '經營', '獨立', '氛圍', '能夠', '慵懶', '氣氛', '他們', '當成', '對談', '問候', '呈現', '文學', '兒童', '繪本', '兩大類', '書籍', '藝文', '活動', '推廣', '舉辦', '講座', '新書', '發表會', '內容', '積極', '請北', '藝術家', '進行', '圖片', '臉書', '粉絲', '專頁', '台灣', '協會', '建構', '12', '希望', '舒舒服服', '店主人', '致力', '旅途', '店主', '每月', '打造', '日期', '交流', '病人', '作家', '如同', '之下', '朋友', '等等', '西部', '一位', '文化', '建立', '不同', '一般', '主要']",花蓮縣
豐田の冊所：村子裡的公益書店,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D23/E182/F638/10133218-c11f-44c8-967f-1fcd17eb3f23.jpg,豐田村，日治時期是花蓮三大移民村之一，現有多棟日式建築做為歷史建物被保留。多年前鄰近的東華大學師生團隊率先於當地設立「五味屋」，以二手物品買賣的方式輔導當地孩童參與社區事務。2015年則開設由志工與當地孩童一起經營的公益書店，包含二手書與新書少許，並於一樓隔出兒童專屬閱讀室，是花蓮木瓜溪以南的首家書店。,豐裡村民權街7號,121.602986,23.904306,六、日｜09:30 - 16:30,(03)8650187,,,花蓮縣  壽豐鄉,實體書店,"['當地', '書店', '孩童', '建物', '木瓜溪', '豐田村', '日治', '時期', '花蓮三大', '現有', '多棟', '建築', '歷史', '前鄰', '東華大學師', '生團隊', '設立', '二手物品', '買賣', '輔導', '參與', '社區', '事務', '2015', '年則', '開設', '由志工', '經營', '二手書', '新書少許', '並於一樓', '兒童', '專屬', '閱讀', '花蓮', '日式', '隔出', '五味', '公益', '首家', '移民', '率先', '以南', '保留', '包含', '多年', '一起', '方式', '之一']",花蓮縣
黑潮書店,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D5/E174/F733/c763658e-0900-4486-91db-bea9cc6c9814.jpg,"烏石港遊客中心二樓原展示空間，目前范特喜微創文化以「黑潮書店」的型態重新開放，空間的利用企圖以書店之閱覽區、開放空間，以及服務區為骨架，服務地方文化社造及深度旅遊的相乘。

圖片擷取自黑潮書店臉書粉絲專頁

本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年7月5日。",港墘路60號2樓,121.836197,24.870829,13:00-17:30，每週三公休,(03)9773150,fantasykuroshio@gmail.com,,宜蘭縣  頭城鎮,實體書店,"['書店', '空間', '黑潮', '文化', '烏石港', '遊客', '二樓', '范特喜', '微創', '型態', '開放', '企圖', '閱覽區', '服務區', '服務', '社造', '旅遊', '圖片', '臉書', '粉絲', '專頁', '台灣', '閱讀', '協會', '建構', '相乘', '放空', '骨架', '展示', '日期', '深度', '重新', '利用', '中心', '建立', '地方', '以及']",宜蘭縣
春陽號漁港小書房,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D23/E182/F5/b2ff97a2-0c4b-4153-a2eb-348f6c3cc92d.jpg,"位於南方澳漁港邊一間小小的二手書店。目前房已出版了《海海人生──南方澳媳婦的漁港見聞手記》一書，並參與《南風澳地方誌》的編輯工作。

空間名符其實的「小」，雖藏書量不多。但在地主題相關的出版品，文學、生態、藝術、旅遊……等相關書籍都有，希望經南方澳這個極具特色的地方。",漁港路49號,121.812772,24.613395,平日｜11:00 - 17:00，不定休,(03)9971256,,,宜蘭縣  蘇澳鎮,實體書店,"['南方澳', '相關', '海海', '漁港邊', '一間', '二手書', '房已', '媳婦', '漁港', '見聞', '手記', '一書', '並參', '南風澳', '編輯', '空間', '名符', '其實', '藏書', '出版品', '文學', '生態', '藝術', '旅遊', '書籍', '這個', '極具', '地方', '小小的', '地主', '人生', '特色', '出版', '希望', '工作']",宜蘭縣
仰望書房,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D5/E162/F996/940bd5e5-8897-4c8f-bffe-0e20b95f15f3.jpg,"台灣第一家將主題聚焦於天文的獨立書店，但書店內展示的主要不是書，而是星星與夢想，除了天文、大氣科學、地球科學等相關主題書，也賣觀星用品、模型等天文商品。
而原本在科博館擔任解說員的店主也會不定期在書屋室內外舉辦各式天文、科普活動，不只是讓天文同好有個能相互交流的場所，同時也歡迎對天文感到好奇的民眾一起仰望星空之美。

圖片擷取自仰望書房臉書粉絲專頁

本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年7月5日。",英士路140號,120.666303,24.156164,週三至週日14:00-22:00,(04)2202-9380,,,臺中市  北區,實體書店,"['天文', '台灣', '書店', '科學', '仰望', '將主題', '獨立', '大氣', '相關', '主題', '觀星', '科博館', '擔任', '解說員', '屋室', '內外', '舉辦', '活動', '同好', '場所', '同時', '歡迎', '民眾', '之美', '圖片', '書房', '臉書', '粉絲', '專頁', '閱讀', '協會', '建構', '科普', '星空', '不定期', '各式', '店主', '星星', '聚焦', '第一家', '用品', '好奇', '展示', '日期', '原本', '模型', '交流', '相互', '地球', '商品', '感到', '而是', '文化', '一起', '建立', '只是', '不是', '主要']",臺中市
樹合苑,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D14/E144/F556/c5d81cc8-2410-4767-bcda-f2249a327015.jpg,"樹合苑是一個舊屋綠改造的空間，一個生產者與消費者相遇的場域，一個「生活」的地方…
樹合苑內的「樹池書坡」裡，不止有書，還有細活巧思的創意，我們的書不是向書商購買，也不是二手書；我們向「友善書業合作社」購書，同時合樸社群的朋友們，推薦自己最喜歡的書，而每一本書都有一個QR Code，掃描進去就會發現驚喜。
在樹池書坡，我們不只有紙本的書，我們還規劃了「真人書」、「星期五書聯」等活動，只要是加入細活村民都可以「借人」，一起來參與社群活動。

圖片擷取自樹合苑臉書粉絲專頁

本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月14日。",台中市北區中清路一段101號,120.666303,24.156164,週三至週日10:00-18:00,(04)22025600,coffeetribe.hope@gmail.com,,臺中市  北區,實體書店,"['樹合苑', '細活', '活動', '社群', '舊屋', '空間', '生產者', '消費者', '場域', '樹池', '書坡', '有書', '還有', '創意', '向書', '商購', '二手書', '書業', '購書', '同時', '合樸', '推薦', '最喜歡', 'QR', 'Code', '掃描進', '發現', '驚喜', '池書坡', '紙本', '還規劃', '書聯', '圖片', '臉書', '粉絲', '專頁', '台灣', '閱讀', '協會', '建構', '14', '巧思', '友善', '星期五', '真人', '合作社', '相遇', '不是', '一本', '村民', '不止', '日期', '改造', '加入', '朋友', '文化', '只要', '一起', '生活', '建立', '地方', '只有', '自己']",臺中市
大同書店,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D23/E171/F91/46dfebc7-8929-4f31-9dcd-3c6951a7ef0e.jpg,位於台中市中區，是日治時期台中火車站一帶書店的僅存者。第一代的店主人從日本人手上買下這家書店，如今則交由第二代經營。大同書店，可說是台灣圖書事業以及台中市中區雙重繁榮與衰退的最直接見證。,平等街57號,120.649709,24.149768,一～日｜10:00 - 19:00，例假日休,(04)22223947,,,臺中市  中區,實體書店,"['書店', '中區', '台中市', '日治時', '期台', '中火車', '一帶', '僅存者', '買下', '這家', '經營', '台灣', '圖書事業', '雙重', '繁榮', '見證', '店主人', '交由', '第二代', '第一代', '大同', '衰退', '手上', '日本', '直接', '以及']",臺中市
時空研究書苑,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D23/E173/F581/8dfc65ba-e7f0-4a48-a23d-fd8dbdd1063c.jpg,時空研究書苑是由一對有科學背景的夫妻開設，店內擺設簡單，空間多用於舉辦講座課程、音樂會。店內牆面不定期更換由老闆的藝術家朋友所創作的繪畫作品。,崇德路一段 579號8樓之3,120.666303,24.156164,依臉書粉絲專頁公告為主,(04)22350195,,,臺中市  北區,實體書店,"['店內', '時空', '書苑', '科學', '開設', '擺設', '簡單', '空間', '舉辦', '講座', '課程', '音樂會', '牆面', '更換', '老闆', '藝術家', '創作', '繪畫', '不定期', '多用', '夫妻', '作品', '朋友', '背景', '研究']",臺中市
左西人文空間,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D23/E172/F512/ebf440ca-9ca9-4978-9de2-269afe454d9b.jpg,原在台中西屯區，之後搬遷至南屯黎明新村附近，是一家以身心靈為主題的書店。店內除書籍販售，也有相關的課程、工作坊以及新書發表等活動。,文心一路396號（近大業路黎明路口）,120.616507,24.11622,一～六｜13:00 - 21:00，日｜10:00 - 18:00，三休,(04)22513456,,,臺中市  南屯區,實體書店,"['工作坊', '屯區', '之後搬', '南屯', '身心靈', '為主題', '書店', '店內', '書籍', '販售', '相關', '課程', '新書', '發表', '活動', '新村', '原在', '中西', '黎明', '一家', '附近', '以及']",臺中市
寄風冊店,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D14/E134/F484/eff24731-6b6f-4697-93cd-e50c3b37e5cb.jpg,"位於台中清水眷村文化園區內的「寄風冊店」不同於一般商業型書店，也非時下熱門的獨立書店，主要是希望推動眷村文化保存，以展示海線文史資料、旅遊、文學等相關書籍，成為民眾了解「臺中清水眷村文化園區」的平台，並在活化的園區空間內進行紀錄影片播放、藝術家進駐及引進地方社團自發性的參與。因此「寄風冊店」是個不斷成長的動態空間，不僅是提供外來遊客一個認識在地生活的小書店，也將成為當地住民休憩交流的空間。


圖片擷取自清水_寄風冊店臉書粉絲專頁

本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月14日。",台中市清水區中社路54號,121.036341,24.844961,08:00-17:00,(04)23011382,junyanlin30@gmail.com,,新竹縣  新埔鎮,實體書店,"['眷村', '園區', '寄風冊', '書店', '空間', '清水', '文化', '住民', '商業型', '非時', '熱門', '獨立', '推動', '海線', '資料', '旅遊', '文學', '相關', '書籍', '民眾', '並在', '進行', '紀錄', '藝術家', '進駐', '引進', '社團', '自發性', '不斷', '成長', '動態', '不僅', '外來', '遊客', '認識', '將成', '當地', '圖片', '臉書', '粉絲', '專頁', '台灣', '閱讀', '協會', '建構', '14', '休憩', '活化', '文史', '播放', '影片', '展示', '日期', '交流', '保存', '平台', '希望', '了解', '提供', '生活', '建立', '地方', '不同', '一般', '因此', '主要']",新竹縣
熊與貓咖啡書房,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D14/E155/F517/a64c79a2-dfcf-4991-86e0-1dfcc166422c.jpg,"台中城南，霧峰的人文客廳，旅人的歇腳驛站，溫馨舒服的好所在，可以各自擁有一小方天地的共同工作空間。歡迎各方朋友來走逛書店，索取在地藝文資訊，也歡迎點杯飲料上2F圖書室找個自在的閱讀角落，待一個下午。
熊與貓以在地文藝復興為己任，策辦各種活動之餘，經營一家藝文小書店，新書及簽名書不二價，持續蒐羅簽名版好書，壯大書櫃中。

圖片擷取自熊與貓咖啡書房臉書粉絲專頁

本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月14日。",台中市霧峰區蘭生街43號1樓,120.73499,24.044294,週六、週日13:00-19:00,(04)23304049,dechun@ms36.hinet.net,,臺中市  霧峰區(霧峰鄉),實體書店,"['歡迎', '書店', '閱讀', '熊與貓', '簽名', '霧峰', '客廳', '溫馨', '擁有', '空間', '地藝', '文資訊', '點杯', '飲料', '2F', '圖書室', '找個', '地文藝', '興為', '策辦', '各種', '活動', '之餘', '經營', '藝文小', '新書及', '持續', '壯大書櫃', '圖片', '書房', '臉書', '粉絲', '專頁', '台灣', '協會', '建構', '14', '旅人', '不二', '己任', '索取', '城南', '人文', '角落', '咖啡', '一小', '舒服', '天地', '各方', '日期', '所在', '各自', '下午', '朋友', '一家', '共同', '文化', '建立', '工作']",臺中市
自己的房間,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D15/E172/F378/045ae1a7-0447-4227-af92-cd28b8e82b6b.jpg,"自己的房間是全台中第一家性別主題書店，在2009年進駐忠信市場，長期透過書籍、座談及表演等，為性邊緣身份者及性別議題進行戰鬥。它包羅了來自各個性別族群的客人和資源，不管是來看書或者聊天、交朋友、參加活動，談論時事議題等等，提供一個讓人們靜下來思考、交流的生活空間。

圖片擷取自生命力新聞

本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月15日。",台中市西區五權西路一段71巷3弄1號,120.664047,24.150957,不定期開放，開放時間將於臉書粉絲專頁進行公告,(04)23755031,room@thusbook.com.tw,,臺中市  西區,實體書店,"['性別', '房間', '主題', '書店', '2009', '年進', '市場', '長期', '書籍', '談及', '為性', '邊緣', '議題', '進行', '戰鬥', '包羅', '各個', '資源', '看書', '參加', '活動', '談論時事議題', '人們', '靜下', '空間', '圖片', '新聞', '台灣', '閱讀', '協會', '建構', '15', '忠信', '全台', '交朋友', '族群', '生命力', '聊天', '第一家', '思考', '日期', '表演', '交流', '客人', '身份', '等等', '不管', '或者', '文化', '提供', '生活', '建立', '自己']",臺中市
南方書店,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D24/E161/F814/b98e86a8-58bd-4614-bb6b-df5458cd8731.jpg,開業數十載，原址緊鄰定光寺廟地，數年前遷址，只離彰化火車站幾步之遙。目前已經是第二代經營，店主用心選書，熱絡待客，店內熟客絡繹不絕。走訪南方，除了飽覽店內書籍，不妨與店主攀談，聆聽精彩的南方故事。,三民路9-1號,120.549437,24.07862,一～日｜09:30 - 22:00，不定期休,(04)7222672,,,彰化縣  彰化市,實體書店,"['店主', '南方', '開業', '數十載', '緊鄰定', '光寺', '遷址', '只離', '火車', '幾步', '之遙', '已經', '經營', '選書', '熱絡', '店內', '絡繹不絕', '走訪', '飽覽店', '書籍', '攀談', '熟客', '彰化', '原址', '待客', '第二代', '用心', '精彩', '不妨', '年前', '故事']",彰化縣
勇氣書房Courage Bookshop,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D27/E224/F846/906ecb97-db1c-48cd-bf10-80db0b209042.jpg,位處嘉義，陳列書籍以旅行、繪本、建築、飲食、文學為主。空間明亮几淨，店主並在擺設上發揮巧思，如在飲食類書籍前置有鍋具等器皿，與選書主題扣合。店內也提供手作餐點與飲品。,嘉義文化創意產業園區K棟2樓,120.453822,23.481019,週三13:00-18:00；週四至週五13:00-20:00；週六日13:00-21:00,(05)2165358,,,嘉義市  嘉義市,實體書店,"['書籍', '位處', '嘉義', '陳列', '繪本', '建築', '飲食', '文學', '為主', '空間', '几淨', '並在', '擺設', '發揮', '食類', '鍋具', '選書主題', '扣合', '店內', '手作', '餐點', '飲品', '巧思', '前置', '店主', '器皿', '旅行', '明亮', '提供']",嘉義市
仁偉書局,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D6/E180/F275/d03da18c-57eb-4ef1-b0bf-ab15b1555748.jpg,"位於嘉義民雄將近40年歷史的仁偉書局，目前由返鄉的第二代接手主理，除了堅持不關閉書區之外，更導入新的經營思維，讓印象中在地以販賣文具為主的傳統書局有了不一樣的風景，同時往提供人情味和傳遞美好及重要事物的目標邁進。

圖片擷取自仁偉書局臉書粉絲專頁。

本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年7月6日。",建國路三段177號,120.44041,23.520357,09:00-22:00，週日14:00-22:00,(05)221-2430,t2206061@gmail.com,,嘉義縣  民雄鄉,實體書店,"['仁偉書局', '主理', '嘉義民雄', '將近', '40', '歷史', '返鄉', '堅持', '不關', '閉書區', '更導入', '經營', '思維', '地以', '販賣', '為主', '傳統', '書局', '一樣', '風景', '同時', '傳遞', '目標', '邁進', '圖片', '臉書', '粉絲', '專頁', '台灣', '閱讀', '協會', '建構', '人情味', '第二代', '接手', '文具', '美好', '印象', '日期', '事物', '之外', '文化', '提供', '建立', '重要']",嘉義縣
書旅拾光 Bobooks,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D16/E110/F351/9e683d1d-511a-40af-8df1-5a1ee83e3a1c.jpg,"1F- 書旅拾光咖啡書屋（書旅拾光舖）
2F- bobooks背包客棧（安博機構）
是身體休息的空間，也是心靈沉澱的時間，伴隨著書、咖啡、時光的味道，這是每個旅人和我們編織的故事。
「存在」是書旅拾光與bobooks的核心理念，希望用書本的溫度喚起老屋的生命力，每個角落都有著落，等著旅人拾起的那本書，或隨意地翻翻幾頁，或許安安靜靜地細細品味，在窗邊依偎，或者斜躺在床緣，書會串起每一次的旅行時光，旅行中翻起的那些書將引領著心靈，而豐富人生。

圖片擷取自書旅拾光 & Bobooks臉書粉絲專頁

本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月16日。",嘉義市西區中正路597號,120.453822,23.481019,12:00-20:00,(05)2290159,bobooks597@gmail.com,,嘉義市  嘉義市,實體書店,"['旅拾', 'bobooks', '時光', '每個', '旅人', '旅行', '咖啡', '1F', '書屋', '2F', '背包客', '安博機構', '身體', '空間', '心靈沉', '時間', '隨著書', '這是', '編織', '用書本', '溫度', '喚起', '著落', '本書', '隨意', '幾頁', '或許', '靜靜', '地細細', '窗邊', '床緣', '書會', '中翻', '書將', '引領', '著心靈', '而豐', '圖片', 'Bobooks', '臉書', '粉絲', '專頁', '台灣', '閱讀', '協會', '建構', '16', '串起', '核心理念', '安安', '斜躺', '老屋', '依偎', '翻翻', '拾起', '品味', '生命力', '富人', '角落', '味道', '日期', '休息', '故事', '希望', '或者', '文化', '那些', '一次', '建立', '存在']",嘉義市
