name,representImage,intro,address,longitude,latitude,openTime,phone,email,headCityName,cityName,groupTypeName
大同書店,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D23/E171/F91/46dfebc7-8929-4f31-9dcd-3c6951a7ef0e.jpg,位於台中市中區，是日治時期台中火車站一帶書店的僅存者。第一代的店主人從日本人手上買下這家書店，如今則交由第二代經營。大同書店，可說是台灣圖書事業以及台中市中區雙重繁榮與衰退的最直接見證。,平等街57號,120.649709,24.149768,一～日｜10:00 - 19:00，例假日休,(04)22223947,,,臺中市  中區,實體書店
時空研究書苑,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D23/E173/F581/8dfc65ba-e7f0-4a48-a23d-fd8dbdd1063c.jpg,時空研究書苑是由一對有科學背景的夫妻開設，店內擺設簡單，空間多用於舉辦講座課程、音樂會。店內牆面不定期更換由老闆的藝術家朋友所創作的繪畫作品。,崇德路一段 579號8樓之3,120.666303,24.156164,依臉書粉絲專頁公告為主,(04)22350195,,,臺中市  北區,實體書店
左西人文空間,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D23/E172/F512/ebf440ca-9ca9-4978-9de2-269afe454d9b.jpg,原在台中西屯區，之後搬遷至南屯黎明新村附近，是一家以身心靈為主題的書店。店內除書籍販售，也有相關的課程、工作坊以及新書發表等活動。,文心一路396號（近大業路黎明路口）,120.616507,24.116220,一～六｜13:00 - 21:00，日｜10:00 - 18:00，三休,(04)22513456,,,臺中市  南屯區,實體書店
寄風冊店,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D14/E134/F484/eff24731-6b6f-4697-93cd-e50c3b37e5cb.jpg,"位於台中清水眷村文化園區內的「寄風冊店」不同於一般商業型書店，也非時下熱門的獨立書店，主要是希望推動眷村文化保存，以展示海線文史資料、旅遊、文學等相關書籍，成為民眾了解「臺中清水眷村文化園區」的平台，並在活化的園區空間內進行紀錄影片播放、藝術家進駐及引進地方社團自發性的參與。因此「寄風冊店」是個不斷成長的動態空間，不僅是提供外來遊客一個認識在地生活的小書店，也將成為當地住民休憩交流的空間。


圖片擷取自清水_寄風冊店臉書粉絲專頁

本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月14日。",台中市清水區中社路54號,121.036341,24.844961,08:00-17:00,(04)23011382,junyanlin30@gmail.com,,新竹縣  新埔鎮,實體書店
熊與貓咖啡書房,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D14/E155/F517/a64c79a2-dfcf-4991-86e0-1dfcc166422c.jpg,"台中城南，霧峰的人文客廳，旅人的歇腳驛站，溫馨舒服的好所在，可以各自擁有一小方天地的共同工作空間。歡迎各方朋友來走逛書店，索取在地藝文資訊，也歡迎點杯飲料上2F圖書室找個自在的閱讀角落，待一個下午。
熊與貓以在地文藝復興為己任，策辦各種活動之餘，經營一家藝文小書店，新書及簽名書不二價，持續蒐羅簽名版好書，壯大書櫃中。

圖片擷取自熊與貓咖啡書房臉書粉絲專頁

本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月14日。",台中市霧峰區蘭生街43號1樓,120.73499,24.044294,週六、週日13:00-19:00,(04)23304049,dechun@ms36.hinet.net,,臺中市  霧峰區(霧峰鄉),實體書店
自己的房間,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D15/E172/F378/045ae1a7-0447-4227-af92-cd28b8e82b6b.jpg,"自己的房間是全台中第一家性別主題書店，在2009年進駐忠信市場，長期透過書籍、座談及表演等，為性邊緣身份者及性別議題進行戰鬥。它包羅了來自各個性別族群的客人和資源，不管是來看書或者聊天、交朋友、參加活動，談論時事議題等等，提供一個讓人們靜下來思考、交流的生活空間。

圖片擷取自生命力新聞

本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月15日。",台中市西區五權西路一段71巷3弄1號,120.664047,24.150957,不定期開放，開放時間將於臉書粉絲專頁進行公告,(04)23755031,room@thusbook.com.tw,,臺中市  西區,實體書店
南方書店,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D24/E161/F814/b98e86a8-58bd-4614-bb6b-df5458cd8731.jpg,開業數十載，原址緊鄰定光寺廟地，數年前遷址，只離彰化火車站幾步之遙。目前已經是第二代經營，店主用心選書，熱絡待客，店內熟客絡繹不絕。走訪南方，除了飽覽店內書籍，不妨與店主攀談，聆聽精彩的南方故事。,三民路9-1號,120.549437,24.07862,一～日｜09:30 - 22:00，不定期休,(04)7222672,,,彰化縣  彰化市,實體書店
勇氣書房Courage Bookshop,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D27/E224/F846/906ecb97-db1c-48cd-bf10-80db0b209042.jpg,位處嘉義，陳列書籍以旅行、繪本、建築、飲食、文學為主。空間明亮几淨，店主並在擺設上發揮巧思，如在飲食類書籍前置有鍋具等器皿，與選書主題扣合。店內也提供手作餐點與飲品。,嘉義文化創意產業園區K棟2樓,120.453822,23.481019,週三13:00-18:00；週四至週五13:00-20:00；週六日13:00-21:00,(05)2165358,,,嘉義市  嘉義市,實體書店
仁偉書局,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D6/E180/F275/d03da18c-57eb-4ef1-b0bf-ab15b1555748.jpg,"位於嘉義民雄將近40年歷史的仁偉書局，目前由返鄉的第二代接手主理，除了堅持不關閉書區之外，更導入新的經營思維，讓印象中在地以販賣文具為主的傳統書局有了不一樣的風景，同時往提供人情味和傳遞美好及重要事物的目標邁進。

圖片擷取自仁偉書局臉書粉絲專頁。

本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年7月6日。",建國路三段177號,120.44041,23.520357,09:00-22:00，週日14:00-22:00,(05)221-2430,t2206061@gmail.com,,嘉義縣  民雄鄉,實體書店
書旅拾光 Bobooks,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D16/E110/F351/9e683d1d-511a-40af-8df1-5a1ee83e3a1c.jpg,"1F- 書旅拾光咖啡書屋（書旅拾光舖）
2F- bobooks背包客棧（安博機構）
是身體休息的空間，也是心靈沉澱的時間，伴隨著書、咖啡、時光的味道，這是每個旅人和我們編織的故事。
「存在」是書旅拾光與bobooks的核心理念，希望用書本的溫度喚起老屋的生命力，每個角落都有著落，等著旅人拾起的那本書，或隨意地翻翻幾頁，或許安安靜靜地細細品味，在窗邊依偎，或者斜躺在床緣，書會串起每一次的旅行時光，旅行中翻起的那些書將引領著心靈，而豐富人生。

圖片擷取自書旅拾光 & Bobooks臉書粉絲專頁

本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月16日。",嘉義市西區中正路597號,120.453822,23.481019,12:00-20:00,(05)2290159,bobooks597@gmail.com,,嘉義市  嘉義市,實體書店
島呼冊店,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D16/E113/F859/1ddaea92-2146-446d-8932-30d907e1ec2c.jpg,"用豆腐親近土地，用閱讀貼近邊緣。乍看店名的一頭霧水，只要用台語唸出便會一掃而空。「島呼」＋「冊」＝豆腐＋書──店內不只賣書，也賣豆類製品。
島呼冊店的書可借可買，不分新舊，當客人喜歡上一本書，可以支付書籍的原價將書帶回家，看完拿回店裡歸還則退還押金；若沒有將書還回店裡，就當作是客人買了那本書。書便可以不斷的流通，讓有價值的文字有更多被看到的機會。

圖片擷取自島呼冊店臉書粉絲專頁

本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月16日。",嘉義市西區北興街86號,120.453822,23.481019,14:00-21:00,(05)2311031,,,嘉義市  嘉義市,實體書店
雲海二手書店,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D23/E175/F878/f3f947ab-fa94-4ca1-9b4a-1716bb1fc5d2.jpg,擁有五萬冊書籍，藏有豐富的文學類書籍和早期絕版雜誌。店的空間十分典雅，並特別設置由店主人蒐集的古玩所妝點的童書區，歡迎孩子們前來享受閱讀的樂趣。,南門路243-2號,120.204963,22.990709,一～日｜10:00 - 21:00,(06)2149666,,,臺南市  中西區,實體書店
烏邦圖書店,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D22/E143/F963/de5be32e-1fb2-4678-8fd5-37fe1b77bb78.jpg,"「Ubuntu」是非洲語。有人翻譯成「樂於分享」，也有人翻譯為「我在因我們同在」，但因無法精確的表達原涵意，故有「Ubuntu」美到無法翻譯的說法。我們特別喜歡「我在因我們同在」，它有種生活中我與他人密不可分的意思，這種態度也是烏邦圖書店想傳遞的理念。我們在台南安平運河旁成立烏邦圖書店，是因為這個樹木枝椏低垂，涼風徐徐吹拂的恬靜氛圍環境，能夠讓人靜下心來好好的享受讀書的樂趣。希望書店的成立能提升社區生活文化，也為社區再造盡一份心力。

坐落於河畔靜巷的烏邦圖書店，盼望來者可以在此安放自我，閱讀世界，乘著咖啡與茶香放飛心神，品著甜美療癒生活。在烏邦圖，你我都在同一種美好裡。",環河街129巷27號2樓,120.204963,22.990709,08:30-20:30，週二公休,(06)222-6919,ubuntu.bookcafe@gmail.com,均曼生活文化股份有限公司,臺南市  中西區,實體書店
唐恩書店,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D5/E145/F366/8ca3b5b7-bee4-4b76-86c4-ee2bf12f1157.jpg,"位於台南市區聚集多間特色小店的衛民街70巷內，是間專營科普、生物醫學、哲學、及歷史類新書還有火柴盒小汽車銷售的書店，並不定期舉辦讀書會及各類社群聚會。

圖片擷取自唐恩Down House粉絲專頁

本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年7月5日。",衛民街70巷28號,120.204963,22.990709,週一至週五11:00-23:00，週六、日11:00-19:00,(06)222-7767,,,臺南市  中西區,實體書店
艸祭Book Inn,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D23/E175/F179/6fc7cc51-dc59-443e-82f0-c46dd0effd7c.jpg,以古書、英日文書、日據時代文獻和地方誌為主。店主人原是攝影工作者，相當注重空間與書的互動關係。近年為了替讀者和書保留更好的閱讀空間而推行會員制，謝絕純粹觀光客的騷擾。店主並在台南另外經營墨林二手書店與城南舊肆兩家舊書店。,南門路71號,120.204963,22.990709,一～日｜12:00 - 20:00,(06)2222909,,,臺南市  中西區,實體書店
貓手 BOOK& SHOP,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D24/E152/F24/0427a2cf-8258-48bb-8e34-8ab6bbbac6d4.jpg,"專營日文藝文二手書,天然健康食的輕食,手作工藝品,組合模型.也會不定期開辦講座/課程/展覽等活動,預計2019年會增設中文創意書籍(新書)專櫃。",大勇路68號2樓,120.281814,22.620168,二～日｜12:00 - 19:00，一休,(07)5214388,,,高雄市  鹽埕區,實體書店
書店喫茶一二三亭,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D24/E152/F85/2370f28a-b107-417c-add7-70a12e7ac8c6.jpg,原為日治時期著名料亭，店主接手後仍保留建築原味，營造日式氛圍。店內有許多古本與日文書，書籍多屬文史哲領域，也販售日系文具小物與餐飲，並且定期舉辦在地文史講座與「新濱亭一箱古本市」市集活動。,鼓元街4號2樓,120.286733,22.656247,一～日｜10:00 - 18:00,(07)5310330,,,高雄市  鼓山區,實體書店
無關實驗書店,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D4/E171/F713/08e6fce9-c26c-4d4c-b87e-2a7e7618cecf.jpg,"這裡無關書，關於找到自我
無關販售，關於新生活嘗試
無關品味，關於叛逆主張
一群跟書店無關的人，想要找出還有什麼新的可能性
無關＿＿＿＿＿＿，關於＿＿＿＿＿＿ 
由你來創造
（由於書店內選書都較具議題性，且有許多限制級的成人書籍；我們希望未來能再深入地探討成人議題，包括心理、慾望、藝術、意識形態等等，也希望店內書籍是可以供給大家自由翻閱的，因此「18歲以下禁入」。）

圖片擷取自無關臉書粉絲專頁

本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年6月4日。",大義街2-1號C7-6倉庫,120.281814,22.620168,週二至週四14:00-20:00，週五至週日11:00-20:00,(07)5318813,,,高雄市  鹽埕區,實體書店
慶芳書局,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D24/E152/F442/6b4e7200-4ee6-401b-9a88-e03a8d907643.jpg,是高雄鹽埕地區的老字號書店。早期書局銷售各種書籍，並曾出版《可愛的仇人》等具鄉土色彩的台灣通俗文學，1966年之後改為專賣教科書。多年來，慶芳書局每天的營業皆有「午休」時段，而這是店主人自己看書的時間。,五福四路180號2樓,120.281814,22.620168,一～六｜10:00 - 12:30 / 14:30 - 21:30，日休,(07)5513118，(07)5515056,,,高雄市  鹽埕區,實體書店
幸福書房(有限公司),http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D24/E141/F553/b122dd44-1d29-4451-8d9b-8508a1194e15.jpg,一間福音書房，擁有各類福音書籍和禮品、生活用品、文創小物，另販桌遊，使家庭、親子間互動，更簡單、更緊密。無論是生活小物、書籍繪本或手作禮品，亦可點一杯手沖咖啡，像回到家一樣。,英明路200號,120.293381,22.616847,平日｜09:00 - 21:00，六｜09:00 - 19:00，日休,(07)7261601,,,高雄市  苓雅區,實體書店
順順堂,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D16/E134/F993/e0569ce0-5724-4b3e-8e33-a42d4b8fb45b.jpg,"順順堂是屏東市第一家日式建築改裝的咖啡廳，老闆將這棟日式建築結構與格局保留，進行改裝與粉刷，融合了咖啡與閱讀的經營主軸，打造「在書店喝咖啡、在咖啡店閱讀」的咖啡館夢想。

圖片擷取自順順堂臉書粉絲專頁

本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月16日。",屏東市福建路53號,120.501205,22.67797,週二至週五 11:00-22:00，週六、日 09:30-22:00,(08)7320013,,,屏東縣  屏東市,實體書店
小兔仔書窩,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D23/E182/F716/e42fd8f1-1356-46ae-9610-881da90c2850.jpg,於推廣親子共讀，提供多元的繪本，和嬰幼兒友善、安全的空間，鼓勵家長從孩子嬰幼兒時期開始共讀。舉辦針對親子及育兒講座，帶領家長和孩子進入各式深入的議題。,復興路103-2號1F,120.744604,22.000064,一～五｜10:00 - 16:00，六｜10:30 - 18:00，日休,(08)8898909,,,屏東縣  恆春鎮,實體書店
食冊café書店,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D13/E182/F819/97d7f667-6283-4709-9e04-237f8cc2870b.jpg,"食冊，即是結合生理跟心靈的糧食，三個青年人來台東合創的綜合書店，也是提供身心靈養分的一家店。進來點一杯好咖啡、來一個剛剛出爐的麵包，輕聲交談或是看一本書、打開筆電上網工作，台東燥熱的陽光被擋在美麗的門窗外面；上去二樓是兩間精緻舒適的客房、一小間客廳。食冊為邀請藝文作者來台東演講、新書發表，免費提供住宿。不想被打擾自己設定的生活步調，也要讓來者感受到食冊這家結合書店、烘焙坊、營養輕食、咖啡廳等多功能的空間。

圖片擷取自食冊café書店臉書粉絲專頁

本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年6月13日。",洛陽街265號,121.146907,22.752472,週三至週日10:00-22:00,(08)9347616,,,臺東縣  台東市,實體書店
眺港二手書店,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D16/E123/F457/b305ee94-e460-4246-a87a-87a5040f4854.jpg,"成功鎮新港教會會館1932年成立至今，是東部少見的兩層樓日式建築，列台東縣歷史建物。
老建築目前由台東縣心驛耕新關懷協會經營，營運團隊隨即以「陪伴當地成長」為出發點，不斷思考活化再利用的可能性。老屋本身猶如成功鎮政治、經濟、醫療和宗教發展史的縮影，因此，團隊在2016年將它打造為歷史故事館，主要對附近學生及觀光客介紹以建物為核心的在地史，更與台東晃晃二手書店及成功商水圖書館展開合作，讓老屋擁有了第五度的新身分──眺港二手書店，不只讓殘破不堪的老屋再創新生命，更期盼它能成為凝聚社區的共讀站。

圖片擷取自心驛耕新－新港教會歷史建築夢想計畫臉書粉絲專頁

本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月16日。",台東縣成功鎮中山東路59號,121.365598,23.126152,週二、三 11:00-17:30，週四 11:00-18:00，週五 11:00-20:00，週六 11:00-21:00，週日 13:00-17:30,(08)9851074,sygs19320601@gmail.com,,臺東縣  成功鎮,實體書店
池上書局,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D12/E182/F966/472daa5f-c95c-4210-a45b-384e2e772967.jpg,"池上書局為鄉內成立最早及唯一之實體書店，目前為第三代經營。從1955年草創成立至今超過一甲子的歲月，嘉惠了無數的莘莘學子也是在地鄉民兒時求學時的共同記憶。

圖片擷取自池上書局臉書粉絲專頁

本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年6月12日。",中山路222號,121.199670,23.11461,09:00-22:00,(08)9862046,chishangbooks@gmail.com,,臺東縣  池上鄉,實體書店
無論如河獨立書店,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D16/E154/F473/78e81716-17c0-452d-9bb8-3efe8ecb897b.jpg,坐落淡水河邊的解憂書店，是四位愛書的護理人員與西班牙歸國藝術家楊侖跨界合作的「藝術 & 療癒」書店。,新北市新北市淡水區中正路5巷26號2樓,121.457044,25.189573,下午12點至9點，每週四公休,02 2625 6694,guttabooks@gmail.com,,新北市  淡水區(淡水鎮),實體書店
純良社書店,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D15/E145/F111/f38ba55f-dfa2-47f9-ba2d-ad25d2305f3d.jpg,純良社是一家社區書店，希望成為社區裡買書找書聊書的據點。,10056台北市金山南路一段89巷8號1樓,121.507818,25.039382,周二至周日11:00-20:00(周一店休),02-2397-9865,purebookstw@gmail.com,,臺北市  中正區,實體書店
戲台書店,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D19/E124/F835/c565403b-dac6-4d30-bc02-2480cd165f4a.jpg,"書店紅磚牆為兩廳院原本構造，也是劇場側台常見的紅磚牆面。
劇場人常用的瑞克箱，搖身變成書店桌檯展櫃。 隨處可見的劇場花天帕燈，在書店轉換成檯燈。
書店提供閱讀者隨處可坐下的閱讀椅，椅背椅面適用國家戲劇院拆卸下來的舞台地板奧勒岡松木。
劇場人的書店，裡面有劇場人的專業書籍與培養創意視野的非專業書籍，打破傳統書籍分類模式，創新『人生劇場四大象限』分類法。 除了展售書之外，還有很多劇場人使用的各種萬用工具。",台北市中山南路21-1號 國家戲劇院 愛國東路側,121.507818,25.039382,09:00-22:00,02-23971920,ask@theatercafe.tw,,臺北市  中正區,實體書店
親子天下Club,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D10/E142/F386/2cdea1b5-453b-4b82-9748-65f69dc011b1.jpg,"「親子天下Club」成立於2019年7月
是一個共享、共玩、共學的多功能體驗空間

我們期待
您和孩子在這裡快樂學習、展現創意、實現夢想
我們歡迎
各機構團體在這裡自在交流、共同成長

在親子天下Club有大大小小的活動正在發生
透過體驗、探索，邀您一同Share&Enjoy！",建國北路一段126號5樓,121.524686,25.072631,週二至週六 09:30AM-17:30PM,02-25080580,cpclub@cw.com.tw,,臺北市  中山區,實體書店
櫞椛文庫,http://cloud.culture.tw/h_upload_ccacloud/cms/image/A0/B0/C0/D27/E193/F711/ecce2b60-b77c-42c2-be6f-1e2754f3efef.JPG,一間隱身於中山區巷弄內的「計時制」私設圖書館。我們由衷地希望來到這裡的人們，都能夠閱讀各種形式的美。,中山區中山北路一段56巷2之1號2樓,121.524686,25.072631,平日:13:00-21:00  六日 14:00-18:00,02-25221795,kulida@gmail.com,,臺北市  中山區,實體書店
微貳獨冊,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D19/E154/F44/6b16b55f-96f8-4a53-acf3-5519d3cad4ca.png,"文字圖像，是人們一直以來用來紀錄歷史點滴的媒介；書籍，這些圖文媒介的集結匯流。回想學生時候，智慧手機平板不普及的那些從前，大家手上翻閱著的是各樣式的，充滿著語文、哲理、故事及青春的書籍，豐富了多數人的當時。

唯一獨二，讓人拾起書本的觸感。",光復南路346巷56號,121.542957,25.034544,11:00～20:00，週二休息，其他依活動時間而定,02-27769926,orlando@waytoread.com.tw,,臺北市  大安區,實體書店
RE BOOK STORE 閱二手書店,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D9/E124/F97/6fe244bf-3b41-4875-a740-4f64bb607b1c.jpg,"公館地區最大二手書店，佔地117坪，藏書破11.6萬本
平均一本書$50
單月有主題書展
單季有裝置藝術展",羅斯福路三段301號B1,121.542957,25.034544,12:30-20:00,0223681268,d.liu@lhcmkt.com.tw,,臺北市  大安區,實體書店
竹風書苑（公館店）,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D20/E146/F98/c9abb9e4-e8a0-488a-80d3-25e339b3d508.JPG,https://www.facebook.com/bookfinder119/?ref=page_internal,羅斯福路三段283巷21弄6號一樓,121.542957,25.034544,每日12:30~20:30,0223686808,,,臺北市  大安區,實體書店
竹風書苑（南港店）,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D20/E150/F804/2d0cfc40-daf7-4b87-9700-30f3da07b8f3.JPG,https://www.facebook.com/bookfinder119/?ref=page_internal,研究院路二段168號1樓,121.592271,25.054501,週一至週五11:00-19:00,0227830271,,,臺北市  南港區,實體書店
愛閱二手書坊,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D15/E161/F305/731c980e-8ee1-4877-a573-410126317fb1.JPG,店主是退化性脊椎損傷患者，曾為找工作所苦，並體認到特殊族群在社會上被接受還有困難，因而成立一間支持身心障礙人士就業的二手書店。店內除二手書籍外，還販售CD、黑膠唱片、各式生活用品及古董、畫作等。,106 臺北市臺北市大安區和平東路二段14號B1,121.542957,25.034544,一～日｜12:00 - 22:00,0233653226,,,臺北市  大安區,實體書店
瓦當人文書屋,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D9/E132/F251/719e40a2-7505-49b9-a8ac-af8eca96c535.jpg,"❤交流：走進來的你們，是書店最美的風景。
❤分享：相契的剎那，世界是多麼美好啊。",大林路104號,121.044975,24.774921,週三~日13:00-20:00 週一二公休,03-5952625／0912-279505,ahwa0827@hotmail.com,,新竹縣  竹東鎮,實體書店
山豬窩文創,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D10/E126/F282/7d9c8e05-c097-4f9b-ba56-83eefe3f51f2.png,"桃園鐵支路邊的小書店,以台灣漫畫及繪本為主題選書,兼售二手書.
喝杯台灣原生茶,閱讀台灣漫畫,是一家適合晃悠的小店.",國聖一街191號,121.298601,25.017472,10:00~20:00,033700126,w_s91@yahoo.com.tw,,桃園市  桃園區,實體書店
筆耕小書店,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D1/E161/F926/e8ebb62c-94f7-40af-b8b2-afe660e6f071.jpg,"筆耕小書店是竹科生活圈唯一獨立書店，也是為青少年和新竹地區而開的書店。我們認為，唯有當一個人願意透過自己的眼光去探索及思考，改變才會發生，才能找到自己理解世界的管道。我們希望青少年在忙碌的課程之餘能找到一處沉浸自己的場所，自由讀書，自主選書。
我們的願景是，成為親子能安心舒適選擇好書、閱讀好書、討論好書的所在，成為新竹居民能共樂的人文閱讀綠洲。",東區光復路一段485巷6弄8號,120.969102,24.806942,週二至五13:30-21:30；週六10:30-18:30 （週日、一公休）,035790790,farmingwords68@gmail.com,,新竹市  新竹市,實體書店
MR Book Cafe 月讀。書咖,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D19/E156/F656/c78b923f-adfc-42c0-93f5-230ea56ad2ee.JPG,用消費，支持理想的生活。提供義式咖啡、限定單品、無咖啡因飲品，以及新書販售。不定期新書分享、讀影會、讀書會、場地租借。,竹北市成功十街105號,121.023094,24.821766,週二～周六　13:00-21:00,036670921,mrbookcafe@gmail.com,,新竹縣  竹北市,實體書店
竹風書苑（佛光店）,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D20/E146/F581/6e88731c-c927-4709-8d1f-2410a85c7f82.JPG,https://www.facebook.com/bookfinder119/?ref=page_internal,林尾路160佛光大學雲起樓115室,121.766666,24.816666,週一至週五10:00-18:00（配合佛光大學行事曆）,039871000#11384,,,宜蘭縣  礁溪鄉,實體書店
艦隊街書店,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D15/E146/F329/0b3440ff-ca70-44f3-a1fb-22593f579934.jpg,在艦隊街咖啡二樓，販售策展選書——有視覺精采的外文主題雜誌，探究現世的報導文學。與日常息息相關的飲食生活，關心世界脈動的社會經濟。有深度旅遊書讓你探索於各個城市；提供登山健行，及動植物圖鑑等書籍提醒你往戶外持續探索。,台中市中區民族路24號,120.649709,24.149768,每天8:00-19:00,0422240268,fleet.st24@gmail.com,,臺中市  中區,實體書店
晨熹社繪本書店,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D10/E170/F644/8c96de06-36fb-4237-a75b-e56f05775fe1.jpg,晨熹社是一家繪本主題書店，以「家」為起點選書選物，來晨熹社讀書就像「回家讀書」，推廣各種年齡層的繪本閱讀，繪本不僅僅是兒童讀物，讀者可以藉由書店的推廣看到繪本多元豐富的藝術和文學價值，以專業選書角度引介各種繪本和相關出版刊物，店內提供繪本選書、咖啡點心和活動講座等服務。,博館路234號,120.664047,24.150957,周一至周四 13:00~19:00                     周五13:00~21:00                     周六10:00~21:00                     周日10:00~19:00,0423150001,asahikari.books@gmail.com,,臺中市  西區,實體書店
籃城書房 REST Book & Bed,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D21/E194/F65/62722539-1649-4bc0-a3bb-d3fa9fe71397.JPG,"我們不只是一家書店，我們分享空間和時間。我們在這個空間中相遇交會，在這個空間中讀書、饗宴、聚會、交流、休憩，於是我們分享了生命中一段段愉悅的時光，在歲月的流逝中一起成長和變老。回顧駐足在書房的時刻，每一個感受都會成為美好的回憶。

Apart from books, this bookstore also shares pleasant moments. We read books, enjoy delicacies, get together, chat and relax in this space. Phases of our lives are shared and connected here, and we grow as time goes by. Looking back, you will find that all the feelings in this place have fermented into delightful memories.",籃城五巷四號,120.959637,23.98577,日-四 10:00-19:00； 五-六 10:00-21:00,0492913258,service@restbb.com,,南投縣  埔里鎮,實體書店
小房子書舖,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D24/E150/F805/6a11ee0d-22ff-4172-a1f3-f7172a7e7e93.jpg,「閱讀在生活，生活即閱讀。」小房子書舖是一間由非營利組織所經營的書店，以繪本及兒少文學的販售為主，深信圖畫及文字是最溫柔而堅定的力量，可以改變大人和孩子。書舖管家們致力於推動繪本及兒少文學閱讀，也用力的支持在這塊土地上耕耘的台灣原創作品，在多變的時代中依然故我，堅守著分享閱讀美好的初衷！,文橫二路115巷15號,120.293381,22.616847,每周三到日，10:00-18:00,07-3380887,doslakaohsiung@gmail.com,,高雄市  苓雅區,實體書店
竹風書苑,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D24/E156/F168/6be9812d-a670-4c0a-80f9-f75a228b609f.jpg,位於淡江大學側門幾步之遙的地下書店，專營文史藝術專業圖書與文學小說，亦提供簡體文史學術書徵訂服務。店內藏書非常豐富，有許多珍稀的文史書籍，固定舉辦文史學術講論會。,水源街二段74巷8號B1,121.457044,25.189573,二、四、六｜12:00 -19:00,0906177090,,,新北市  淡水區(淡水鎮),實體書店
小小森林生活聚場,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D23/E172/F158/dda1bd4a-6497-458e-9955-6657e752cf85.jpg,小小森林是一間以森林為主題選書的繪本書店，是一處讓孩子們盡情閱讀與聚會的場域。並開設以繪本為主題的故事工作坊、結合美學繪本、日文繪本、食育繪本為課程設計的手作工作坊，期望牽起更多有意思的小事情，在小小森林中醞釀、運轉！,大墩南路399號1樓,120.616507,24.116220,平日｜13:00 - 17:00，例假日休,0911587010,,,臺中市  南屯區,實體書店
